id,district,latitude,longitude,area,rooms,floor,total_floors,metro_distance,distance_to_center,park_distance,school_distance,shopping_distance,year_built,building_age,building_type,renovation,ceiling_height,has_balcony,has_loggia,has_parking,has_elevator,price,price_per_sqm
163,ТАО,55.34388,37.284977,92.8,1,23,24,0.73,58.43,1.83,0.33,2.41,1978,46,панель,косметический,2.84,1,1,0,1,12191310.78,131359.32
164,ЮВАО,55.7005,37.747576,88.6,2,2,17,1.06,15.53,1.84,0.75,2.79,1992,32,панель,евроремонт,2.74,0,0,0,1,20480153.41,231123.44
165,ВАО,55.802573,37.835451,95.3,4,1,9,0.48,24.84,0.57,1.2,2.28,1987,37,панель,косметический,2.59,1,1,1,1,22616409.68,237419.94
166,ЗАО,55.730056,37.444804,93.3,4,21,23,0.66,19.32,1.85,1.31,0.78,2021,3,кирпич,косметический,2.59,1,0,0,1,28244974.85,302720.55
167,ЗАО,55.716797,37.460357,33.9,1,2,7,1.53,17.88,2.28,0.12,2.12,2019,5,панель,без ремонта,2.77,0,0,1,1,10099697.68,298265.39
168,ЮВАО,55.691963,37.732553,110.7,1,7,10,2.41,14.41,1.68,1.04,2.01,1983,41,монолит,косметический,2.92,1,0,1,1,31465367.87,284290.11
169,ЗАО,55.717192,37.41813,47.4,5,9,9,1.17,22.46,1.82,0.69,1.24,1971,53,панель,косметический,2.86,1,1,0,1,17260219.3,363981.57
170,НАО,55.539174,37.370236,34.4,4,9,19,0.18,36.21,1.58,0.97,2.05,1999,25,монолит,евроремонт,2.76,1,0,0,1,10175269.63,295380.98
171,ТАО,55.343134,37.26927,133.3,4,10,18,0.86,59.61,0.69,1.41,0.32,1991,33,монолит,косметический,2.54,1,0,1,1,22719824.33,170489.95
172,СВАО,55.865053,37.62665,130.0,1,6,24,3.12,12.59,0.43,0.11,1.47,2004,20,блочный,без ремонта,3.07,1,1,0,1,34032969.03,261842.02
173,СВАО,55.892944,37.644329,104.7,1,8,12,0.95,15.93,2.08,0.17,2.76,2002,22,панель,косметический,2.67,0,0,1,1,29105976.96,277964.76
174,ТАО,55.307519,37.3255,66.6,3,19,23,0.64,59.03,0.85,1.2,1.37,2007,17,монолит,евроремонт,2.87,0,0,1,1,14037066.11,210673.89
175,СЗАО,55.846101,37.375523,139.4,3,8,10,1.34,28.82,1.15,1.32,2.02,2007,17,панель,косметический,2.95,1,0,1,1,35715397.82,256194.88
176,ТАО,55.313927,37.308542,98.8,2,4,19,0.29,59.5,0.85,1.1,0.33,1970,54,блочный,без ремонта,2.86,1,1,1,1,16391408.24,165940.07
177,ВАО,55.807091,37.811918,26.0,4,10,19,0.71,22.43,1.02,0.6,2.54,1994,30,блочный,косметический,3.07,1,1,0,1,8004512.55,307918.56
178,ЦАО,55.765368,37.611866,34.7,3,6,11,0.69,1.61,2.03,1.34,1.23,2009,15,монолит,косметический,2.93,0,1,0,1,20122112.55,579802.8
179,ЮЗАО,55.673923,37.557369,132.9,2,18,20,0.38,10.94,1.45,0.58,1.42,1991,33,монолит,косметический,2.75,0,0,0,1,39636673.67,298308.21
180,ЮЗАО,55.647809,37.554841,54.3,1,8,20,3.53,13.5,1.15,1.16,2.65,1962,62,кирпич,косметический,2.62,1,0,1,1,17341876.14,319516.2
181,ЦАО,55.767165,37.61745,79.9,5,7,21,0.2,1.68,1.96,1.05,2.39,1982,42,монолит,косметический,3.1,1,0,1,1,37754628.43,472600.72
182,НАО,55.55421,37.401872,129.5,3,9,24,0.63,32.48,0.97,1.21,1.52,1988,36,блочный,косметический,2.84,0,0,0,1,20419513.58,157661.73
183,САО,55.851226,37.478262,146.0,1,13,21,0.58,18.98,1.38,1.48,0.93,1988,36,кирпич,без ремонта,2.65,1,0,0,1,40007544.92,274008.84
184,ТАО,55.326512,37.297402,68.7,4,11,22,1.52,59.1,2.14,0.62,2.01,2003,21,монолит,косметический,2.55,1,0,1,1,13198839.14,192002.34
185,ЮЗАО,55.666894,37.582165,26.8,1,7,20,0.97,10.23,1.0,0.65,0.73,1975,49,монолит,косметический,2.96,1,0,0,1,8475921.49,315929.38
186,НАО,55.574608,37.353588,73.3,2,8,17,0.83,35.3,2.18,1.32,2.26,1980,44,панель,без ремонта,2.99,1,1,0,1,14585308.08,199044.83
187,ЮАО,55.666121,37.72734,118.5,1,13,22,1.5,15.48,1.27,0.49,2.07,1976,48,панель,косметический,3.07,1,1,0,1,27117218.68,228781.1
188,ЮВАО,55.690378,37.7758,52.2,2,6,14,0.53,18.86,2.24,1.25,2.0,2015,9,монолит,косметический,3.13,1,0,1,1,17264175.89,331023.93
189,ЮАО,55.636809,37.709046,126.6,3,11,14,5.54,16.33,0.95,1.15,2.48,1979,45,панель,косметический,2.9,1,0,1,1,38315559.77,302676.37
190,ЮВАО,55.705008,37.795327,64.1,2,6,11,0.11,20.42,1.96,0.97,2.36,2001,23,панель,косметический,2.5,1,0,0,1,14775694.33,230519.95
191,ВАО,55.813232,37.806857,73.7,1,7,11,2.21,22.09,2.34,0.58,1.72,1974,50,блочный,дизайнерский,2.95,1,1,0,1,17923258.04,243344.62
192,ТАО,55.326736,37.321175,133.0,1,12,19,0.66,57.53,1.79,1.08,2.05,1979,45,монолит,косметический,3.07,1,0,0,1,20447801.14,153794.7
193,ЦАО,55.750773,37.624447,27.4,3,15,15,1.56,0.78,2.05,1.45,1.75,1985,39,монолит,евроремонт,2.91,1,1,0,1,18315302.59,668609.87
194,ЗАО,55.741122,37.448419,33.3,1,20,21,1.8,18.81,2.23,1.02,0.87,2004,20,монолит,евроремонт,2.76,1,1,0,1,12262315.11,368061.39
195,ЮВАО,55.703797,37.783107,146.7,2,21,23,0.15,19.15,0.97,0.19,2.93,2018,6,монолит,дизайнерский,2.71,1,1,0,1,35235033.44,240228.77
196,ТАО,55.307352,37.295382,37.6,1,4,13,2.99,60.95,1.95,1.45,1.49,1992,32,монолит,косметический,2.71,0,0,0,1,4568648.92,121434.72
197,ВАО,55.795625,37.805552,43.4,1,23,23,0.18,21.43,2.11,1.09,1.97,1974,50,панель,косметический,2.71,1,0,0,1,11438340.66,263767.49
198,ЦАО,55.727513,37.609724,127.8,1,1,6,0.27,2.85,1.0,0.87,2.98,1946,78,монолит,без ремонта,2.88,1,1,1,1,58014927.03,453959.26
199,ТАО,55.295148,37.339743,107.0,2,3,14,0.96,59.35,0.47,1.22,0.63,2008,16,панель,евроремонт,2.59,0,1,0,1,17611013.42,164578.33
200,СЗАО,55.849764,37.384066,75.3,5,9,16,1.18,28.09,0.84,0.28,2.61,2022,2,панель,косметический,2.63,1,0,1,1,25340514.75,336317.59
201,ЗАО,55.735394,37.422058,56.6,4,1,16,1.15,21.77,1.52,0.57,2.97,2022,2,панель,косметический,3.11,0,0,0,1,19706656.0,348175.33
202,САО,55.83629,37.512547,54.0,1,5,5,0.18,14.94,1.32,1.39,0.41,2005,19,кирпич,дизайнерский,3.05,1,0,1,1,20884247.4,386695.43
203,ЮАО,55.662388,37.68868,149.9,3,14,21,1.51,12.7,0.59,0.14,0.85,1986,38,монолит,косметический,3.14,1,0,0,1,35113265.93,234174.75
204,ЦАО,55.744139,37.631466,67.0,2,14,17,2.07,1.78,0.64,1.39,2.18,1971,53,сталинка,косметический,2.59,1,0,0,1,34163828.4,509901.17
205,ЮЗАО,55.64702,37.579359,64.8,3,6,11,0.17,12.4,0.85,0.69,1.09,1980,44,монолит,косметический,3.15,0,1,0,1,19845672.42,306467.54
206,САО,55.85924,37.556401,88.3,2,11,21,0.43,13.7,1.25,1.05,1.77,1995,29,кирпич,дизайнерский,2.72,1,0,0,1,27101397.45,306954.38
207,САО,55.838787,37.527794,148.1,4,4,22,0.28,13.85,0.58,0.44,2.22,1990,34,панель,дизайнерский,2.81,1,0,0,1,48602840.69,328163.16
208,НАО,55.530296,37.383776,47.1,1,10,11,2.37,35.76,2.0,0.75,2.64,2013,11,панель,евроремонт,3.12,1,1,0,1,11256101.42,238734.36
209,ЦАО,55.780852,37.608884,142.5,2,17,24,1.48,3.34,0.6,0.78,0.62,1944,80,монолит,без ремонта,3.01,1,0,0,1,64145652.99,450057.76
210,ТАО,55.352256,37.283074,107.3,4,3,20,0.77,57.85,1.71,1.36,1.38,1994,30,блочный,без ремонта,2.68,1,0,0,1,15030328.2,140034.98
211,ТАО,55.335534,37.286411,117.4,1,11,22,0.71,59.06,0.44,0.34,1.83,1997,27,блочный,косметический,3.18,1,0,0,1,14572976.14,124175.04
212,ЦАО,55.732992,37.612922,101.7,1,6,14,1.92,2.17,1.91,0.21,2.72,2009,15,сталинка,евроремонт,2.73,0,0,0,1,49053185.71,482112.78
213,ЮАО,55.613954,37.72204,42.4,2,13,21,0.59,19.22,0.9,1.41,0.62,1991,33,панель,косметический,2.92,1,0,0,1,12471393.12,293791.16
214,САО,55.839385,37.532137,114.3,1,7,16,0.67,13.56,1.98,0.16,2.17,1994,30,панель,косметический,2.78,1,1,0,1,31851142.56,278555.05
215,ТАО,55.332339,37.310598,118.8,2,14,24,0.36,57.71,0.7,0.5,1.8,1985,39,блочный,без ремонта,2.79,0,1,0,1,15584158.0,131231.09
216,ЗАО,55.730111,37.423366,31.3,2,10,11,0.4,21.69,0.86,0.23,1.15,2009,15,кирпич,косметический,3.01,1,0,1,1,12821100.69,409923.62
217,НАО,55.544049,37.361384,121.0,2,18,18,0.33,36.62,1.46,0.48,2.73,1975,49,панель,без ремонта,2.69,0,1,1,1,21592442.13,178426.31
218,СЗАО,55.840074,37.375989,127.6,2,4,9,0.49,28.53,1.62,0.74,2.41,1978,46,монолит,косметический,2.98,0,1,0,1,35637478.67,279392.72
219,ЮВАО,55.706759,37.729304,77.1,1,16,21,0.57,13.39,2.03,1.11,2.16,1999,25,панель,без ремонта,2.96,1,0,0,1,15661350.43,203000.87
220,ЮВАО,55.698211,37.772172,58.1,1,9,10,0.54,18.18,0.32,0.16,1.85,1987,37,блочный,косметический,3.16,1,0,0,1,15581309.67,268344.97
221,ВАО,55.78732,37.82556,59.4,3,8,23,1.98,23.43,1.06,0.87,0.44,1981,43,панель,без ремонта,2.66,1,0,0,1,13261082.82,223232.15
222,ВАО,55.756918,37.8045,133.8,1,14,24,1.22,20.76,0.32,0.79,1.49,1972,52,панель,косметический,2.89,0,0,0,1,36545396.74,273060.92
223,ВАО,55.77416,37.842188,76.0,1,5,10,1.51,25.06,1.55,0.57,2.47,2012,12,монолит,косметический,3.12,1,0,0,1,19047683.57,250744.63
224,ЮАО,55.637506,37.723941,42.6,2,2,10,0.14,17.35,1.71,0.85,0.52,1973,51,панель,без ремонта,3.19,0,1,1,1,14042859.92,329347.34
225,СВАО,55.882492,37.621175,61.2,2,4,10,0.57,14.49,1.62,1.03,1.65,1985,39,панель,евроремонт,2.98,1,0,1,1,16833595.0,275148.93
226,САО,55.83556,37.489947,86.5,1,10,19,1.35,16.93,1.59,0.82,0.46,1970,54,монолит,косметический,3.09,1,1,0,1,27473188.99,317502.53
227,САО,55.812693,37.559754,59.5,3,12,14,2.39,9.3,0.94,1.03,2.06,2006,18,панель,без ремонта,2.92,1,0,1,1,18534740.66,311558.85
228,НАО,55.526085,37.400571,40.8,1,2,18,1.58,34.77,1.31,1.19,2.12,2005,19,панель,косметический,2.96,1,0,1,1,8389462.2,205632.63
229,ЮЗАО,55.638404,37.56671,36.2,2,2,22,2.09,13.81,1.14,0.3,2.23,1995,29,монолит,евроремонт,3.2,1,0,1,1,15234548.5,420441.95
230,ЮАО,55.620084,37.702456,107.7,2,7,22,0.11,17.42,1.88,0.55,2.1,1983,41,панель,без ремонта,3.07,1,0,0,1,26130444.27,242556.47
231,ТАО,55.356327,37.286861,122.5,1,5,9,1.1,57.24,1.02,0.46,0.33,1992,32,блочный,евроремонт,3.08,1,0,1,1,19454694.49,158842.86
232,САО,55.815078,37.553268,55.0,1,12,24,0.18,9.99,0.61,1.48,1.5,1988,36,панель,без ремонта,3.12,1,0,0,1,15317837.61,278316.93
233,САО,55.856589,37.546037,64.4,1,4,7,0.21,14.06,1.53,1.07,2.19,1968,56,монолит,косметический,3.2,0,1,0,1,21787830.77,338294.46
234,ВАО,55.808371,37.815926,54.1,1,10,16,0.69,22.9,0.85,0.52,1.05,1978,46,панель,без ремонта,2.57,1,0,0,1,13417450.19,248160.33
235,ТАО,55.333909,37.31513,59.0,2,6,12,0.95,57.27,0.55,1.47,1.77,2021,3,монолит,косметический,2.95,1,0,1,1,10693187.93,181322.48
236,ТАО,55.334004,37.31394,116.5,4,20,21,1.0,57.34,1.11,1.16,1.53,1980,44,панель,косметический,3.05,1,0,0,1,20427884.22,175273.59
237,СВАО,55.866683,37.602259,38.3,1,8,12,3.5,12.84,0.2,0.96,1.96,2021,3,панель,евроремонт,2.79,1,0,0,1,10997841.61,287208.69
238,СЗАО,55.855064,37.419444,75.2,1,5,9,1.0,24.78,0.29,0.97,2.19,1973,51,монолит,косметический,3.11,1,0,1,1,22069919.69,293550.42
239,ТАО,55.346511,37.333871,43.5,1,16,21,0.75,54.93,2.2,0.62,1.96,2008,16,блочный,евроремонт,2.91,1,0,0,1,7468328.69,171508.13
240,ВАО,55.776099,37.834673,142.6,1,13,18,0.5,24.25,1.59,1.22,1.57,1987,37,монолит,евроремонт,2.97,1,1,1,1,33390026.5,234135.2
241,СЗАО,55.838708,37.35384,68.9,2,5,15,0.2,30.81,0.49,0.36,1.54,2007,17,панель,косметический,2.53,1,1,0,1,17869452.46,259192.5
242,ЗАО,55.735738,37.437559,103.9,3,14,20,0.24,20.05,1.15,0.12,1.59,2017,7,панель,без ремонта,2.92,1,0,0,1,32942835.73,316964.22
243,ЮЗАО,55.631755,37.562497,48.1,1,3,23,0.14,14.68,1.11,0.82,1.6,1967,57,панель,без ремонта,2.83,0,0,0,1,13077102.93,272114.35
244,СВАО,55.86905,37.637171,145.0,1,7,23,0.14,13.17,0.63,0.86,2.04,1970,54,панель,косметический,2.82,1,1,1,1,43658285.92,301145.88
245,СЗАО,55.849884,37.401734,30.9,4,14,19,0.37,26.3,1.75,0.34,0.45,1996,28,монолит,косметический,2.96,1,0,1,1,10585705.61,342894.36
246,НАО,55.572953,37.379999,64.4,2,5,21,0.18,33.01,0.61,1.22,2.13,2014,10,панель,дизайнерский,2.55,0,0,1,1,17374573.83,269705.8
247,ЮВАО,55.701685,37.767612,116.3,2,3,9,1.18,17.57,1.61,0.12,0.83,1981,43,монолит,косметический,2.9,1,1,1,1,26482161.79,227743.95
248,НАО,55.554592,37.382386,82.5,2,22,22,0.15,34.08,1.66,1.18,2.98,1977,47,панель,евроремонт,3.12,1,1,0,1,16227592.21,196804.06
249,ЮЗАО,55.610594,37.556272,69.7,2,15,15,0.24,17.1,1.29,0.87,1.84,1977,47,панель,евроремонт,2.68,1,0,0,1,19975037.09,286477.36
250,ЮВАО,55.720647,37.772963,116.9,2,17,21,0.21,17.6,0.8,0.69,1.92,2010,14,панель,косметический,2.79,1,0,0,1,26932323.27,230430.78
251,САО,55.825132,37.521963,103.2,2,3,17,1.92,13.35,0.65,0.13,2.63,2002,22,кирпич,косметический,2.94,1,1,0,1,29215071.31,283063.69
252,НАО,55.541417,37.3509,49.8,1,9,10,0.75,37.71,1.55,0.7,1.96,2017,7,панель,евроремонт,3.04,1,0,0,1,10356717.24,207838.62
253,ВАО,55.806754,37.840351,124.8,4,15,24,0.23,25.47,2.24,0.74,1.82,1987,37,блочный,евроремонт,2.51,1,0,0,1,33993184.6,272311.52
254,СЗАО,55.827408,37.356042,69.6,4,7,17,0.4,30.2,1.14,0.39,2.94,2008,16,панель,косметический,2.76,1,0,0,1,18213597.05,261797.13
255,ЮЗАО,55.655729,37.550271,116.2,2,6,18,0.47,13.03,0.54,0.39,1.15,1964,60,панель,косметический,2.69,0,1,1,1,32712700.46,281608.57
256,СЗАО,55.850082,37.368427,42.9,2,7,12,0.12,29.71,2.01,1.36,1.02,2020,4,панель,косметический,3.07,1,0,1,1,14061922.35,327820.65
257,САО,55.845051,37.5184,37.2,3,14,21,0.93,15.09,1.37,0.27,1.14,1962,62,панель,без ремонта,2.81,0,1,0,1,13496224.63,362914.3
258,СВАО,55.864568,37.623474,132.3,1,8,9,1.01,12.51,0.78,1.32,0.76,2009,15,блочный,дизайнерский,2.65,0,0,1,1,40735228.69,307869.48
259,ЦАО,55.764846,37.600589,88.9,2,5,7,3.28,2.36,2.34,1.41,1.39,1943,81,сталинка,косметический,2.75,1,1,0,1,42380324.25,476776.95
260,САО,55.854478,37.552252,58.8,1,13,19,0.38,13.48,1.98,0.65,0.68,1989,35,монолит,без ремонта,2.54,0,0,0,1,15545118.39,264283.29
261,ЮЗАО,55.650228,37.587657,88.5,1,11,16,0.33,11.77,0.37,1.03,1.91,1988,36,кирпич,косметический,3.07,1,1,0,1,23514254.33,265788.7
262,НАО,55.568296,37.382622,63.9,3,4,13,0.1,33.1,1.07,0.9,1.59,2011,13,панель,без ремонта,3.14,1,1,0,1,11385420.44,178046.12
263,ЦАО,55.760625,37.620961,78.8,1,5,8,0.44,1.03,1.06,0.97,2.24,1984,40,кирпич,дизайнерский,2.66,0,0,0,1,38291261.94,485825.05
264,САО,55.86343,37.516555,110.8,3,15,21,1.29,16.69,1.74,0.14,1.74,1963,61,монолит,косметический,3.19,1,0,0,1,39297779.3,354627.51
265,ВАО,55.780467,37.829648,91.8,3,12,23,2.56,23.76,0.48,0.13,2.74,1996,28,панель,косметический,2.67,0,0,0,1,23281198.43,253517.75
266,ЮЗАО,55.640735,37.541756,79.8,5,19,22,0.42,14.94,0.45,1.43,0.46,2014,10,монолит,косметический,2.97,1,1,1,1,25836659.35,323642.19
267,СЗАО,55.840575,37.373944,93.1,1,1,11,0.33,28.77,2.18,0.34,2.61,2009,15,панель,без ремонта,3.09,1,0,1,1,27538096.28,295857.69
268,ЮВАО,55.6851,37.746382,72.1,2,16,22,0.24,16.12,1.79,0.33,1.14,2006,18,блочный,евроремонт,2.79,1,0,0,1,21169343.01,293481.66
269,ЮАО,55.625747,37.714808,59.2,4,1,20,0.14,17.69,0.61,0.65,2.86,1971,53,монолит,без ремонта,3.19,1,1,0,1,18613543.67,314160.52
270,ЮЗАО,55.638243,37.60872,91.4,3,18,18,2.16,12.66,2.09,0.89,2.11,1965,59,панель,без ремонта,2.92,1,0,0,1,23094637.55,252707.84
271,НАО,55.560823,37.368846,98.3,2,17,22,0.27,34.82,1.28,0.76,1.32,2019,5,блочный,косметический,2.98,0,1,0,1,16225354.11,165036.09
272,ЮВАО,55.689472,37.761954,50.3,2,1,22,0.18,17.47,2.29,0.11,1.61,1993,31,панель,дизайнерский,2.61,1,0,1,1,15847501.79,315256.01
273,ЮЗАО,55.643631,37.56229,134.6,3,5,12,0.83,13.5,0.66,1.35,0.61,1963,61,монолит,косметический,2.92,1,0,0,1,38991657.2,289735.51
274,ЮВАО,55.7293,37.764125,57.7,2,21,24,0.27,16.47,2.31,0.87,1.11,1981,43,блочный,без ремонта,2.8,1,0,1,1,17052198.73,295435.33
275,ЮЗАО,55.6584,37.52632,30.1,3,1,9,0.12,14.5,0.34,0.64,1.88,1998,26,панель,евроремонт,2.63,1,0,0,1,10441463.95,346506.59
276,НАО,55.548855,37.360654,38.3,2,11,18,0.86,36.35,2.05,0.52,2.9,2002,22,монолит,косметический,2.81,0,0,0,1,6565081.67,171565.71
277,СЗАО,55.812556,37.359682,73.5,1,4,10,1.66,29.4,2.36,0.79,2.19,2005,19,панель,косметический,3.16,1,0,0,1,16563023.45,225464.15
278,ВАО,55.792387,37.841304,74.2,2,19,24,0.43,25.24,2.2,0.22,2.4,1974,50,панель,косметический,2.62,1,0,0,1,16934813.14,228218.33
279,ЦАО,55.780806,37.62003,129.6,3,8,14,1.17,3.21,0.9,0.47,2.18,1967,57,сталинка,без ремонта,2.54,1,0,0,1,61853921.11,477391.82
280,ЮЗАО,55.632747,37.573633,72.5,2,2,12,1.14,14.1,2.32,1.17,1.9,1967,57,панель,косметический,2.52,0,0,0,1,17781557.46,245373.95
281,ВАО,55.794997,37.805736,48.2,1,14,20,1.65,21.43,1.92,1.23,0.67,1999,25,блочный,дизайнерский,2.85,1,1,0,1,14645494.78,303709.07
282,НАО,55.574651,37.373913,85.6,1,5,16,0.68,33.45,1.61,0.43,1.61,1987,37,панель,без ремонта,3.09,0,0,0,1,15974756.39,186561.6
283,НАО,55.535225,37.370674,29.6,1,7,22,0.56,36.46,2.14,0.47,1.44,2003,21,монолит,евроремонт,2.74,1,0,0,1,8388183.88,283790.8
284,ЮВАО,55.703261,37.760168,145.8,5,1,12,0.83,16.73,1.81,0.5,2.0,2006,18,панель,косметический,2.69,0,0,0,1,31231324.03,214229.7
285,САО,55.841571,37.538518,93.3,1,2,7,0.68,13.26,0.44,1.15,2.75,2003,21,монолит,косметический,2.92,0,1,1,1,29825097.59,319665.75
286,ЮЗАО,55.671933,37.575673,75.8,3,11,13,1.94,10.03,1.63,0.28,1.14,2001,23,кирпич,евроремонт,2.78,0,1,0,1,24271983.06,320202.13
287,ВАО,55.795147,37.790218,30.0,1,13,24,0.23,19.76,2.46,0.39,0.65,1985,39,панель,дизайнерский,3.09,1,0,0,1,10071752.45,335258.72
288,ЦАО,55.756996,37.600415,139.2,2,5,7,3.12,1.98,0.63,0.72,1.62,1987,37,сталинка,евроремонт,2.69,1,1,1,1,77957796.5,560227.94
289,НАО,55.537054,37.334241,55.3,1,4,14,2.11,39.47,0.31,0.57,1.39,2003,21,блочный,косметический,3.11,0,1,0,1,9537751.51,172528.61
290,СЗАО,55.828835,37.434721,41.7,1,10,20,2.16,22.01,0.73,0.5,1.3,2001,23,панель,косметический,2.54,1,1,0,1,11747799.11,281937.76
291,ЮАО,55.642842,37.684229,57.1,4,7,16,1.38,14.2,1.37,1.15,1.14,2012,12,монолит,дизайнерский,3.0,1,1,1,1,21347097.8,374171.58
292,ВАО,55.798621,37.838294,133.0,5,17,20,0.19,25.05,0.27,1.12,2.66,1992,32,панель,без ремонта,3.08,1,0,0,1,37917189.5,285187.86
293,СВАО,55.852431,37.604622,41.1,1,3,12,0.61,11.24,0.72,0.33,1.2,2003,21,блочный,без ремонта,2.82,1,0,0,1,10278244.32,249872.8
294,ТАО,55.337475,37.289816,60.2,1,1,13,0.12,58.65,1.98,0.29,1.56,2009,15,панель,без ремонта,3.05,0,1,1,1,8385528.14,139229.44
295,ЦАО,55.769244,37.618023,123.1,2,14,20,0.67,1.91,1.24,0.49,2.89,1950,74,сталинка,без ремонта,2.7,1,1,0,1,59788742.35,485500.25
296,СЗАО,55.85865,37.375592,69.7,1,4,12,0.2,29.35,2.2,0.76,2.22,1975,49,панель,косметический,3.14,0,1,1,1,16800638.38,240975.27
297,НАО,55.550682,37.377867,26.8,1,4,23,1.2,34.74,0.69,1.31,2.88,1976,48,монолит,косметический,2.62,1,1,0,1,6110160.04,228207.51
298,СЗАО,55.825536,37.377335,61.9,1,2,11,0.47,27.88,1.98,0.34,1.34,1984,40,панель,без ремонта,2.52,1,0,1,1,15438337.97,249295.94
299,ВАО,55.775307,37.802276,88.1,1,7,19,0.67,20.67,1.22,1.45,1.84,1987,37,монолит,евроремонт,2.67,1,1,0,1,23609424.42,268097.39
